ISO,Country,Subject Descriptor,Units,Scale,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Estimates Start After
CHE,Switzerland,Volume of exports of goods,Percent change,,6.969,9.35,-0.465,0.852,8.442,7.627,3.196,0.751,7.777,5.52,6.023,-2.587,3.978,0.429,3.198,2.32,3.56,11.158,3.876,6.492,11.645,1.416,1.535,-0.053,7.301,5.813,11.091,8.467,2.643,-11.266,9.631,6.081,1.391,2.605,3.232,5.5,5.5,5.5,5.5,2011
CHE,Switzerland,Value of oil imports,U.S. dollars,Billions,6.644,7.164,6.762,6.674,6.91,7.39,4.288,3.181,2.962,3.675,4.312,4.357,3.898,3.44,3.044,2.656,3.352,4.888,3.363,3.514,6.29,6.42,6.857,6.906,7.768,11.194,13.986,13.184,17.467,22,22.66,23.34,24.04,24.761,25.504,26.269,27.057,27.869,28.705,2011
CHE,Switzerland,Value of oil exports,U.S. dollars,Billions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
CHE,Switzerland,Unemployment rate,Percent of total labor force,,0.197,0.181,0.404,0.801,1.059,0.897,0.744,0.697,0.613,0.469,0.473,0.955,2.219,3.896,4.101,3.694,4.051,4.505,3.338,2.362,1.719,1.581,2.33,3.354,3.509,3.384,2.949,2.4,2.577,3.715,3.515,2.836,2.904,3.231,3.211,3.033,2.864,2.81,2.703,2012
CHE,Switzerland,Employment,Persons,Millions,3.166,3.24,3.256,3.256,3.288,3.354,3.43,3.515,3.606,3.703,3.819,4.066,4.069,4.025,3.999,3.997,3.994,3.991,4.045,4.076,4.116,4.183,4.213,4.199,4.21,4.24,4.328,4.441,4.548,4.568,4.6,4.713,4.751,4.789,4.832,,,,,2012
CHE,Switzerland,Population,Persons,Millions,6.304,6.335,6.373,6.41,6.428,6.456,6.485,6.523,6.567,6.62,6.674,6.757,6.843,6.908,6.969,7.019,7.062,7.081,7.096,7.124,7.164,7.198,7.256,7.314,7.364,7.415,7.459,7.509,7.593,7.785,7.87,7.954,8.002,8.05,8.098,8.147,8.196,8.245,8.294,2011
CHE,Switzerland,General government revenue,National currency,Billions,,,,69.518,74.003,77.964,84.661,87.33,93.669,98.679,103.658,108.525,114.08,120.773,126.615,131.152,134.206,134.996,142.422,146.069,158.752,158.882,161.398,161.088,164.66,171.139,179.712,187.682,187.823,186.723,188.62,195.842,195.571,199.864,204.999,210.947,216.653,222.844,229.439,2010
CHE,Switzerland,General government revenue,Percent of GDP,,,,,31.464,31.338,31.138,32.218,32.013,32.344,31.568,30.578,30.652,31.564,32.699,33.454,34.235,34.798,34.164,35.222,35.546,36.714,35.845,36.124,35.752,35.384,35.722,35.374,34.704,33.076,33.682,32.843,33.376,32.98,33.18,33.202,33.299,33.299,33.299,33.299,2010
CHE,Switzerland,General government total expenditure,National currency,Billions,,,,71.119,74.815,78.127,81.705,84.249,90.977,96.272,104.111,115.996,125.989,133.846,137.092,138.497,141.91,144.519,147.665,147.276,148.72,156.275,162.047,167.438,170.739,173.866,174.941,180.476,177.57,183.92,187.581,194.208,193.871,198.646,202.128,206.76,210.856,216.881,223.3,2010
CHE,Switzerland,General government total expenditure,Percent of GDP,,,,,32.189,31.681,31.203,31.093,30.883,31.415,30.798,30.712,32.762,34.859,36.238,36.223,36.152,36.796,36.573,36.519,35.84,34.394,35.257,36.27,37.161,36.691,36.291,34.435,33.372,31.271,33.176,32.662,33.097,32.694,32.978,32.737,32.638,32.408,32.408,32.408,2010
CHE,Switzerland,General government net lending/borrowing,National currency,Billions,,,,-1.601,-0.812,-0.163,2.956,3.081,2.692,2.407,-0.453,-7.472,-11.909,-13.073,-10.477,-7.344,-7.704,-9.523,-5.244,-1.207,10.033,2.606,-0.648,-6.35,-6.08,-2.727,4.771,7.206,10.253,2.803,1.039,1.634,1.701,1.217,2.871,4.187,5.797,5.963,6.139,2010
CHE,Switzerland,General government net lending/borrowing,Percent of GDP,,,,,-0.725,-0.344,-0.065,1.125,1.129,0.93,0.77,-0.134,-2.11,-3.295,-3.539,-2.768,-1.917,-1.998,-2.41,-1.297,-0.294,2.32,0.588,-0.145,-1.409,-1.306,-0.569,0.939,1.332,1.806,0.506,0.181,0.279,0.287,0.202,0.465,0.661,0.891,0.891,0.891,2010
CHE,Switzerland,General government structural balance,National currency,Billions,,,,1.327,1.494,1.033,3.192,4.07,2.947,0.805,-3.451,-1.041,-0.457,0.054,-0.908,-7.275,-6.432,-8.528,-4.915,0.428,8.724,1.451,-0.412,-3.607,-3.591,-0.767,4.36,3.496,6.235,4.718,0.355,0.394,1.918,2.273,3.853,4.858,6.141,6.081,6.019,2010
CHE,Switzerland,General government structural balance,Percent of potential GDP,,,,,0.58,0.616,0.408,1.199,1.461,1.004,0.259,-1.046,-0.296,-0.127,0.015,-0.241,-1.898,-1.653,-2.143,-1.213,0.103,2.034,0.33,-0.092,-0.787,-0.761,-0.158,0.86,0.658,1.125,0.843,0.062,0.067,0.323,0.376,0.621,0.765,0.942,0.908,0.874,2010
CHE,Switzerland,General government primary net lending/borrowing,National currency,Billions,,,,,,,,,,,1.147,-5.479,-9.146,-9.972,-6.806,-3.6,-3.927,-5.844,-0.665,4.098,15.105,7.888,4.757,-1.393,-1.313,2.183,9.54,11.16,13.577,6.214,4.472,4.53,4.342,3.927,6.23,7.545,9.488,10.394,10.732,2010
CHE,Switzerland,General government primary net lending/borrowing,Percent of GDP,,,,,,,,,,,,0.338,-1.547,-2.53,-2.7,-1.798,-0.94,-1.018,-1.479,-0.164,0.997,3.493,1.78,1.065,-0.309,-0.282,0.456,1.878,2.064,2.391,1.121,0.779,0.772,0.732,0.652,1.009,1.191,1.458,1.553,1.558,2010
CHE,Switzerland,General government net debt,National currency,Billions,,,,81.835,86.371,88.567,90.86,91.181,91.697,92.086,48.237,54.749,69.776,82.221,94.579,103.765,113.078,123,131.045,151.001,159.978,168.091,186.419,188.911,223.537,216.64,201.727,173.088,167.089,158.897,160.874,165.532,167.61,167.583,165.974,166.579,169.916,173.348,176.883,2010
CHE,Switzerland,General government net debt,Percent of GDP,,,,,37.039,36.575,35.373,34.577,33.424,31.664,29.459,14.229,15.463,19.306,22.261,24.99,27.086,29.32,31.128,32.408,36.747,36.997,37.923,41.724,41.927,48.037,45.219,39.707,32.006,29.425,28.663,28.012,28.21,28.265,27.821,26.882,26.295,26.115,25.903,25.671,2010
CHE,Switzerland,General government gross debt,National currency,Billions,,,,82.59,87.476,91.133,91.844,92.56,94.206,94.582,126.556,137.749,159.47,179.178,195.781,210.896,219.907,233.706,253.614,246.98,258.813,263.53,296.231,296.53,325.678,336.027,316.795,300.633,286.532,276.017,280.06,287.542,291.153,291.106,288.311,289.361,295.158,301.121,307.26,2010
CHE,Switzerland,General government gross debt,Percent of GDP,,,,,37.381,37.043,36.398,34.952,33.93,32.53,30.258,37.333,38.905,44.123,48.512,51.73,55.05,57.019,59.144,62.721,60.104,59.854,59.455,66.303,65.812,69.986,70.139,62.357,55.59,50.459,49.789,48.764,49.003,49.099,48.327,46.696,45.677,45.365,44.996,44.593,2010
CHE,Switzerland,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,188.57,202.435,214.465,220.944,236.148,250.382,262.775,272.796,289.599,312.59,338.996,354.06,361.425,369.351,378.471,383.097,385.671,395.146,404.355,410.924,432.405,443.243,446.786,450.572,465.348,479.088,508.036,540.8,567.852,554.372,574.314,586.784,592.992,602.361,617.423,633.495,650.632,669.224,689.029,2010
CHE,Switzerland,Current account balance,U.S. dollars,Billions,-0.64,2.65,3.849,3.716,4.24,4.921,6.706,7.293,8.792,6.778,8.303,10.16,14.648,18.911,16.953,20.9,21.596,25.347,25.171,29.099,30.101,20.913,24.55,43.243,48.558,52.444,58.153,38.837,10.934,53.701,78.583,55.718,84.721,81.794,81.103,79.132,79.988,79.349,81.61,2011
CHE,Switzerland,Current account balance,Percent of GDP,,-0.569,2.571,3.644,3.531,4.219,4.829,4.591,3.986,4.442,3.547,3.402,4.115,5.699,7.566,6.126,6.451,6.921,9.31,9.025,10.637,11.756,7.963,8.564,12.924,12.976,13.631,14.352,8.62,2.085,10.541,14.27,8.432,13.397,12.627,12.321,11.833,11.762,11.457,11.559,2011
SYR,Syria,"Gross domestic product, constant prices",National currency,Billions,464.241,503.53,516.534,524.824,490.72,526.524,501.478,507.753,572.342,537.618,593.303,656.946,743.967,799.085,843.305,889.039,915.408,905.429,955.713,925.884,947.13,981.983,1039.89,1018.71,1089.03,1156.71,1215.08,1284.04,1341.52,1420.83,1469.7,,,,,,,,,2010
SYR,Syria,"Gross domestic product, constant prices",Percent change,,10.493,8.463,2.583,1.605,-6.498,7.296,-4.757,1.251,12.721,-6.067,10.358,10.727,13.246,7.409,5.534,5.423,2.966,-1.09,5.554,-3.121,2.295,3.68,5.897,-2.037,6.903,6.215,5.046,5.675,4.477,5.912,3.44,,,,,,,,,2010
SYR,Syria,"Gross domestic product, current prices",National currency,Billions,51.27,65.777,68.788,73.291,75.342,83.225,99.933,127.712,186.047,208.892,268.328,311.564,371.63,413.755,506.101,570.975,690.857,745.569,790.444,819.092,947.13,1010.15,1118.11,1074.16,1266.89,1506.44,1704.97,2018.37,2445.36,2520.71,2791.78,,,,,,,,,2010
SYR,Syria,"Gross domestic product, current prices",U.S. dollars,Billions,12.98,16.652,17.415,18.649,19.171,21.177,25.428,32.497,16.538,9.849,12.303,12.738,13.263,13.796,15.105,16.556,17.761,16.573,16.144,16.785,19.861,20.979,22.758,21.702,25.204,28.881,33.404,40.438,52.573,53.939,59.957,,,,,,,,,2010
SYR,Syria,"Gross domestic product, deflator",Index,,11.044,13.063,13.317,13.965,15.353,15.806,19.928,25.152,32.506,38.855,45.226,47.426,49.952,51.779,60.014,64.224,75.47,82.344,82.707,88.466,100,102.869,107.522,105.444,116.332,130.234,140.318,157.19,182.283,177.41,189.955,,,,,,,,,2010
SYR,Syria,"Gross domestic product per capita, constant prices",National currency,Units,50854.22,53319.42,52932.01,52046.62,47096.31,48859.68,45044.24,44111.12,48100,43716.82,46639.95,50139.84,55172.48,57633.73,59218.41,60849.92,61135.89,59048.1,60866.74,57541.61,57364.06,57897.58,59632.62,56746.59,58829.15,60492.99,62006.06,63937.38,65181.34,67362.76,68700.77,,,,,,,,,2010
SYR,Syria,"Gross domestic product per capita, current prices",National currency,Units,5616.25,6965.21,7049.08,7268.25,7230.87,7723,8976.27,11095.01,15635.51,16986.22,21093.44,23779.39,27560.01,29841.92,35539.32,39080.18,46139.15,48622.75,50341.23,50904.71,57364.06,59558.42,64118.05,59835.68,68437.35,78782.71,87005.42,100502.96,118814.48,119508.52,130500.59,,,,,,,,,2010
SYR,Syria,"Gross domestic product per capita, current prices",U.S. dollars,Units,1421.84,1763.34,1784.58,1849.43,1839.92,1965.14,2284.04,2823.16,1389.82,800.859,967.145,972.175,983.575,995.061,1060.71,1133.16,1186.16,1080.81,1028.17,1043.17,1202.89,1236.9,1305.09,1208.89,1361.5,1510.39,1704.6,2013.59,2554.39,2557.27,2802.65,,,,,,,,,2010
SYR,Syria,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,Syria,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,14.609,17.33,18.862,19.923,19.328,21.366,20.799,21.671,25.266,24.63,28.23,32.366,37.522,41.193,44.388,47.77,50.124,50.453,53.856,52.943,55.33,58.662,63.127,63.142,71.103,76.463,82.917,90.164,96.29,102.872,107.832,,,,,,,,,2010
SYR,Syria,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,1600.28,1835.1,1932.89,1975.72,1854.96,1982.67,1868.24,1882.64,2123.41,2002.79,2219.16,2470.24,2782.63,2971,3117,3269.61,3347.54,3290.3,3429.95,3290.29,3351.13,3458.73,3620.06,3517.3,3841,3998.8,4231.27,4489.65,4678.52,4877.24,5040.58,,,,,,,,,2010
SYR,Syria,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.129,0.137,0.14,0.139,0.124,0.128,0.118,0.115,0.124,0.112,0.12,0.13,0.135,0.141,0.145,0.147,0.146,0.139,0.143,0.134,0.131,0.132,0.136,0.129,0.135,0.134,0.134,0.135,0.137,0.146,0.144,,,,,,,,,2010
SYR,Syria,Implied PPP conversion rate,National currency per current international dollar,,3.51,3.796,3.647,3.679,3.898,3.895,4.805,5.893,7.363,8.481,9.505,9.626,9.904,10.044,11.402,11.953,13.783,14.778,14.677,15.471,17.118,17.22,17.712,17.012,17.818,19.702,20.563,22.385,25.396,24.503,25.89,,,,,,,,,2010
SYR,Syria,Total investment,Percent of GDP,,27.886,23.501,23.956,23.888,24,24.05,22.458,18.184,13.971,16.184,16.545,13.494,18.953,25.973,29.959,27.235,23.605,20.852,20.551,18.765,16.481,19.536,18.475,23.07,23.76,21.46,22.834,21.442,20.141,22.137,24.198,,,,,,,,,2010
SYR,Syria,Gross national savings,Percent of GDP,,22.408,20.44,22.217,10.251,11.867,10.11,11.344,4.132,2.394,12.848,30.754,25.399,22.917,24.198,24.335,28.481,23.373,23.324,21.352,20.565,21.874,23.494,14.383,9.446,20.661,19.215,24.27,21.208,18.86,18.529,20.89,,,,,,,,,2010
SYR,Syria,"Inflation, average consumer prices",Index,,8.095,9.584,10.952,11.608,12.705,14.841,20.212,34.649,45.044,51.974,57.749,62.946,69.933,79.165,91.299,98.349,107.074,109.097,108.057,104.058,100,103.401,102.866,108.829,113.653,121.882,134.546,140.839,162.179,166.726,174.059,,,,,,,,,2011
SYR,Syria,"Inflation, average consumer prices",Percent change,,19.332,18.4,14.274,5.987,9.453,16.818,36.187,71.429,30,15.385,11.111,9,11.1,13.2,15.328,7.722,8.872,1.889,-0.953,-3.7,-3.9,3.401,-0.518,5.797,4.433,7.24,10.39,4.677,15.153,2.804,4.398,,,,,,,,,2011
SYR,Syria,"Inflation, end of period consumer prices",Index,,,,,,,,,,,,59.743,65.462,70.851,83.142,94.825,103.683,108.788,110.534,108.057,104.058,100,108.453,107.895,113.098,124.405,130.528,139.289,145.939,168.404,171.304,182.132,,,,,,,,,2011
SYR,Syria,"Inflation, end of period consumer prices",Percent change,,,,,,,,,,,,,9.572,8.232,17.349,14.051,9.341,4.923,1.605,-2.241,-3.7,-3.9,8.453,-0.515,4.823,9.997,4.921,6.712,4.774,15.393,1.722,6.321,,,,,,,,,2011
SYR,Syria,Six-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,Syria,Volume of imports of goods and services,Percent change,,-1.2,-8.1,-15.4,-1.3,-1.2,39.2,-10.9,18.2,-3.2,5.2,8.223,15.469,15.799,28.12,23.384,-19.162,10.401,-11.841,0.774,11.434,0.24,19.982,5.84,12.843,5.449,5.788,-25.463,26.433,16.145,19.591,5.426,,,,,,,,,2009
SYR,Syria,Volume of Imports of goods,Percent change,,,19.399,-17.799,15.375,-6.695,-0.823,-33.674,-18.385,-12.849,-10.209,9.126,16.27,19.032,25.227,30.066,-21.058,13.438,-16.812,-1.686,11.06,-1.697,26.184,5.607,18.983,6.266,6.061,-26.771,27.616,22.049,24.957,5.304,,,,,,,,,2009
SYR,Syria,Volume of exports of goods and services,Percent change,,-1.9,-2.8,4.2,3.5,-4.2,12.1,-7.6,17.6,14.1,18.8,8.877,-8.988,-1.979,13.634,3.776,0.322,4.738,0.953,-8.248,14.246,9.683,15.095,-10.394,-16.647,42.15,5.866,0.033,53.01,6.352,-6.464,15.258,,,,,,,,,2009
SYR,Syria,Volume of exports of goods,Percent change,,,-11.153,-11.868,-9.48,-9.63,-3.491,1.647,16.281,6.559,95.243,16.647,-15.469,-12.456,11.249,-0.835,4.854,9.379,3.783,-16.655,21.923,15.506,17.212,-16.447,-11.165,40.079,9.36,2.802,47.983,11.8,-18.454,23.167,,,,,,,,,2009
SYR,Syria,Value of oil imports,U.S. dollars,Billions,1.076,1.603,1.501,1.357,1.402,1.153,0.492,0.49,0.165,0.092,0.062,0.056,0.115,0.153,0.077,0.044,0.089,0.156,0.133,0.18,0.186,0.171,0.732,0.737,1.156,2.473,2.884,4.25,5.654,2.166,3.541,,,,,,,,,2009
SYR,Syria,Value of oil exports,U.S. dollars,Billions,1.643,1.603,1.523,1.332,1.176,1.22,0.561,0.703,0.591,1.182,1.907,1.836,2.157,1.953,1.995,2.499,2.748,2.509,1.615,2.342,3.543,4.05,2.507,2.817,3.406,4.286,4.062,4.355,5.53,3.305,5.013,,,,,,,,,2009
SYR,Syria,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,16.761,12.405,13.462,13.483,8.171,11.672,10.8,12.3,8,8.3,9.2,10.9,8.1,8.613,,,,,,,,,2010
SYR,Syria,Employment,Persons,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,Syria,Population,Persons,Millions,9.129,9.444,9.758,10.084,10.419,10.776,11.133,11.511,11.899,12.298,12.721,13.102,13.484,13.865,14.241,14.61,14.973,15.334,15.702,16.091,16.511,16.961,17.438,17.952,18.512,19.121,19.596,20.083,20.581,21.092,21.393,,,,,,,,,2010
SYR,Syria,General government revenue,National currency,Billions,,,,,,,,,,,65.312,86.298,99.981,101.136,122.787,148.163,171.801,202.737,205.64,217.499,246.311,306.017,295.754,321.564,343.923,358.047,435.294,459.074,491.205,601.106,608.938,,,,,,,,,2009
SYR,Syria,General government revenue,Percent of GDP,,,,,,,,,,,,24.34,27.698,26.903,24.443,24.261,25.949,24.868,27.192,26.016,26.554,26.006,30.294,26.451,29.936,27.147,23.768,25.531,22.745,20.087,23.847,21.812,,,,,,,,,2009
SYR,Syria,General government total expenditure,National currency,Billions,,,,,,,,,,,75.841,106.758,126.955,121.671,153.148,169.906,191.323,216.013,227.864,229.569,259.197,282.736,318.369,350.609,396.904,424.456,454.019,519.435,561.327,674.079,741.922,,,,,,,,,2009
SYR,Syria,General government total expenditure,Percent of GDP,,,,,,,,,,,,28.264,34.265,34.162,29.407,30.26,29.757,27.694,28.973,28.827,28.027,27.367,27.989,28.474,32.64,31.329,28.176,26.629,25.735,22.955,26.742,26.575,,,,,,,,,2009
SYR,Syria,General government net lending/borrowing,National currency,Billions,,,,,,,,,,,-10.529,-20.46,-26.974,-20.535,-30.361,-21.743,-19.522,-13.276,-22.224,-12.07,-12.886,23.281,-22.615,-29.045,-52.981,-66.409,-18.725,-60.361,-70.122,-72.973,-132.984,,,,,,,,,2009
SYR,Syria,General government net lending/borrowing,Percent of GDP,,,,,,,,,,,,-3.924,-6.567,-7.258,-4.963,-5.999,-3.808,-2.826,-1.781,-2.812,-1.474,-1.361,2.305,-2.023,-2.704,-4.182,-4.408,-1.098,-2.991,-2.868,-2.895,-4.763,,,,,,,,,2009
SYR,Syria,General government structural balance,National currency,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,Syria,General government structural balance,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,Syria,General government primary net lending/borrowing,National currency,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,Syria,General government primary net lending/borrowing,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYR,Syria,General government net debt,National currency,Billions,,,,,,,,,,,445.909,441.706,533.719,597.782,680.337,701.598,745.082,821.159,904.781,882.003,1070.09,1061.68,1068.57,1023.58,1063.45,463.353,521.204,556.256,558.778,456.582,520.264,,,,,,,,,2009
SYR,Syria,General government net debt,Percent of GDP,,,,,,,,,,,,166.18,141.77,143.616,144.477,134.427,122.877,107.849,110.139,114.465,107.681,112.983,105.101,95.57,95.291,83.942,30.758,30.57,27.56,22.851,18.113,18.636,,,,,,,,,2009
SYR,Syria,General government gross debt,National currency,Billions,,,,,,,,,,,490.076,501.557,615.918,693.787,812.513,865.719,967.167,1089.39,1188.85,1201.13,1431.66,1443.47,1467.1,1434.16,1413.97,756.661,800.193,872.125,914.54,791.198,820.896,,,,,,,,,2009
SYR,Syria,General government gross debt,Percent of GDP,,,,,,,,,,,,182.641,160.98,165.734,167.681,160.544,151.621,139.995,146.115,150.403,146.642,151.158,142.897,131.213,133.515,111.61,50.228,46.933,43.209,37.399,31.388,29.404,,,,,,,,,2009
SYR,Syria,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,,,,,,,,,,,268.328,311.564,371.63,413.755,506.101,570.975,690.857,745.569,790.444,819.092,947.13,1010.15,1118.11,1074.16,1266.89,1506.44,1704.97,2018.37,2445.36,2520.71,2791.78,,,,,,,,,2009
SYR,Syria,Current account balance,U.S. dollars,Billions,-0.635,-0.466,-0.252,-0.807,-0.797,-0.859,-0.504,-0.298,-0.131,1.222,1.748,1.685,0.542,-0.242,-0.852,0.207,-0.041,0.412,0.13,0.303,1.071,0.83,-0.931,-2.957,-0.781,-0.648,0.48,-0.095,-0.673,-1.584,-1.72,,,,,,,,,2009
SYR,Syria,Current account balance,Percent of GDP,,-4.892,-2.8,-1.446,-4.327,-4.157,-4.056,-1.982,-0.917,-0.792,12.408,14.209,13.231,4.089,-1.756,-5.642,1.253,-0.233,2.483,0.802,1.805,5.394,3.958,-4.092,-13.624,-3.099,-2.245,1.437,-0.234,-1.281,-2.937,-2.868,,,,,,,,,2009
TWN,Taiwan,"Gross domestic product, constant prices",National currency,Billions,2549.74,2714.36,2822.23,3057.05,3341.96,3477.89,3860.61,4272.89,4510.96,4974.76,5316.58,5735.77,6169.23,6584.56,7084.4,7536.28,7953.51,8389.02,8679.82,9198.1,9731.21,9570.58,10074.34,10443.99,11090.47,11612.09,12243.47,12975.99,13070.68,12834.05,14215.07,14792.93,14978.94,15421.83,16016.41,16716.03,17462.66,18306.72,19221.89,2012
TWN,Taiwan,"Gross domestic product, constant prices",Percent change,,7.324,6.456,3.974,8.32,9.32,4.067,11.004,10.679,5.572,10.282,6.871,7.885,7.557,6.732,7.591,6.379,5.536,5.476,3.466,5.971,5.796,-1.651,5.264,3.669,6.19,4.703,5.437,5.983,0.73,-1.81,10.761,4.065,1.257,2.957,3.855,4.368,4.467,4.834,4.999,2012
TWN,Taiwan,"Gross domestic product, current prices",National currency,Billions,1519.95,1810.83,1941.17,2168.14,2414.38,2517.13,2944,3291.86,3488.55,4003.23,4430.06,4958.22,5534.54,6110.1,6685.51,7277.55,7906.08,8574.78,9204.17,9649.05,10187.39,9930.39,10411.64,10696.26,11365.29,11740.28,12243.47,12910.51,12620.15,12481.09,13552.1,13674.35,14036.87,14738.89,15423.06,16217.57,17059.65,18051.47,19152.35,2012
TWN,Taiwan,"Gross domestic product, current prices",U.S. dollars,Billions,42.225,49.143,49.616,54.115,60.974,63.167,77.629,103.372,122.027,151.597,164.974,184.906,219.938,231.557,252.698,274.773,287.933,298.743,275.116,299.013,326.162,293.684,301.098,310.764,340.014,364.849,376.334,393.102,400.206,377.568,428.221,464.026,473.971,494.851,528.127,568.766,614.176,661.746,714.918,2012
TWN,Taiwan,"Gross domestic product, deflator",Index,,59.612,66.713,68.781,70.923,72.244,72.375,76.257,77.041,77.335,80.471,83.325,86.444,89.712,92.794,94.369,96.567,99.404,102.214,106.041,104.903,104.688,103.759,103.348,102.415,102.478,101.104,100,99.495,96.553,97.25,95.336,92.438,93.711,95.572,96.295,97.018,97.692,98.606,99.638,2012
TWN,Taiwan,"Gross domestic product per capita, constant prices",National currency,Units,142714.7,149189.94,152423.12,162690.93,175254.44,180072.62,197887.73,216622.81,226063.61,246805.62,260599.95,278356.6,296559.97,313618.89,334519.13,352864.68,369493.61,385829.39,395821.83,416346.95,436834.01,427152.04,447335.25,462030.57,488801.37,509964.76,535197.98,565196.51,567376.98,555111.4,613720.47,636942.26,642436.71,658852.82,681586.72,708585.78,737348.9,769974.84,805314.12,2012
TWN,Taiwan,"Gross domestic product per capita, current prices",National currency,Units,85074.74,99529.16,104838.78,115384.83,126611.38,130327.84,150903.92,166887.47,174826.13,198606.39,217145.67,240622.18,266050.31,291020.72,315683.48,340750.02,367289.94,394373.22,419733.95,436759.01,457312.21,443210.68,462312.62,473190.44,500913.7,515594.27,535197.98,562344.65,547820.16,539844.99,585097.45,588779.24,602032.13,629676.31,656336.51,687456.07,720332.21,759239.09,802400.74,2012
TWN,Taiwan,"Gross domestic product per capita, current prices",U.S. dollars,Units,2363.43,2701.04,2679.65,2879.93,3197.5,3270.58,3979.14,5240.67,6115.28,7520.98,8086.46,8973.49,10572.62,11028.91,11932.17,12865.45,13376.43,13739.83,12546.01,13534.66,14641.41,13107.64,13369.78,13747.84,14985.79,16022.94,16450.67,17122.38,17372.27,16330.98,18488,19979.67,20328.31,21141.09,22474.73,24109.76,25933.16,27832.83,29951.97,2012
TWN,Taiwan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWN,Taiwan,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,63.793,74.275,81.938,92.265,104.653,112.207,127.307,144.992,158.329,181.202,201.125,224.673,247.382,269.871,296.475,321.956,346.252,371.659,388.886,418.171,451.983,454.567,486.241,514.683,565.913,606.998,660.682,720.526,741.882,734.8,824.744,876.567,903.469,945.479,1001.45,1066.26,1137.07,1217.64,1305.61,2012
TWN,Taiwan,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,3570.61,4082.41,4425.31,4910.21,5488.07,5809.66,6525.55,7350.69,7934.56,8989.7,9858.46,10903.38,11891.86,12853.8,13999.27,15074.68,16085.71,17093.4,17734.18,18928.26,20289.51,20288.14,21590.78,22769.01,24942.06,26657.33,28880.34,31384.05,32203.87,31782.32,35607.45,37742.54,38749.2,40392.86,42617.17,45198.12,48012.14,51213.5,54699.45,2012
TWN,Taiwan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.565,0.589,0.609,0.642,0.67,0.671,0.721,0.769,0.778,0.827,0.856,0.905,0.887,0.927,0.967,0.993,1.01,1.023,1.032,1.057,1.067,1.026,1.051,1.05,1.071,1.066,1.069,1.076,1.055,1.045,1.101,1.106,1.087,1.084,1.083,1.083,1.084,1.088,1.094,2011
TWN,Taiwan,Implied PPP conversion rate,National currency per current international dollar,,23.826,24.38,23.691,23.499,23.07,22.433,23.125,22.704,22.033,22.093,22.026,22.069,22.372,22.641,22.55,22.604,22.833,23.072,23.668,23.074,22.539,21.846,21.413,20.782,20.083,19.342,18.532,17.918,17.011,16.986,16.432,15.6,15.537,15.589,15.401,15.21,15.003,14.825,14.669,2012
TWN,Taiwan,Total investment,Percent of GDP,,33.287,29.414,25.256,24.479,23.283,19.432,19.456,22.174,25.696,24.46,24.366,24.693,26.83,27.275,26.552,26.688,23.965,25.079,25.994,24.968,25.675,19.841,19.342,19.91,23.696,22.724,22.681,22.12,22.395,17.694,22.397,20.743,19.856,19.726,19.562,19.326,19.102,18.897,18.686,2012
TWN,Taiwan,Gross national savings,Percent of GDP,,31.98,30.691,29.977,32.889,34.731,33.998,40.388,39.53,34.056,31.99,30.997,31.436,30.718,30.316,29.123,28.68,27.758,27.444,27.223,27.642,28.417,26.292,28.026,29.137,29.531,28.449,30.298,31.691,29.104,29.089,31.946,29.405,29.989,30.075,29.394,28.842,28.172,27.746,27.376,2012
